
"chocolate, chips, ice cream"
"frozen yogurt, pizza, fast food"
"Pizza, Mac ,cheese, ice cream"
"Ice cream, chocolate, chips "
"Candy, brownies ,soda."
"Chocolate, ice cream, french fries, pretzels"
"Ice cream, cheeseburgers, chips."
"Donuts, ice cream, chips"
"Mac ,cheese, chocolate, ,pasta "
"Pasta, chocolate cake"
"chocolate, pasta, soup, chips, popcorn"
"Cookies, popcorn, ,chips"
"ice cream, cake, chocolate"
"Pizza, fruit, spaghetti, chicken ,Potatoes  "
"cookies, donuts, candy bars"
"Saltfish, Candy ,Kit Kat "
"chips, cookies, ice cream"
"Chocolate, ice crea "
"pizza, wings, Chinese"
"Fast food, pizza, subs"
"chocolate, sweets, ice cream"
"burgers, chips, cookies"
"Chilli, soup, pot pie"
"Soup, pasta, brownies, cake"
"chocolate, ice cream,milkshake, cookies"
"Chips, ice cream, microwaveable foods "
"Chicken fingers, pizza "
"cookies, hot chocolate, beef jerky"
"Tomato soup, pizza, Fritos, Meatball sub, Dr. Pepper"
"cookies, mac n cheese, brownies, french fries, "
"chips ,dip, pepsi, "
"Grandma's Chinese, Peruvian food from back home, ,sushi"
"Ice cream,cookies,Chinese food,chicken nuggets "
"french fries, chips, ice cream"
"mac n cheese, peanut butter ,banana sandwich, omelet"
"pizza, doughnuts, mcdonalds "
"chocolate, chips, candy"
"chocolate, popcorn, ice cream"
"Candy, Pop Chocolate, Chipotle Moe's "
"Pizza, Ice cream, fries, cereal, cookies  "
"Ice cream, chocolate, twizzlers "
"ice cream, cookie dough, cookies, cheese"
"ice cream, cereal,salted vinegar chips "
"Potato chips, ice cream, chocolate, cookies"
"Mac n cheese, fried chicken, cornbread "
"popcorn, chips, candy, & fries "
"Chex-mix, Wegmans cookies, Cheez-Its "
"pizza, ice cream, chips"
"fried chicken, mashed potatoes, mac ,cheese"
"Popcorn, Chex Mix, Pizza"
Burger
"Pizza,chocolate,ice cream "
"fries, chips, fried chicken, pizza, grapes"
"peanut butter sandwich, pretzals, garlic bread"
"chips, dip, fries, pizza"
"Pizza, Ice Cream, Chicken Wings"
Pizza chocolate chips bagels ice Capps
"Chocolate, ice cream, pasta"
"Mac n Cheese, Chips ,salsa, Ice cream"
"peanut butter, dessets, pretzels. "
"Macaroons, truffles, peanut butter and chocolate ice cream"
"ice cream, cookies, ice cream"
"carrots ,ranch, pretzels, dark chocolate "
"cookies, nutella, ice cream, coffee, fruit "
mac n cheese
"Chocolate, Popcorn, Icecream"
"Ice cream, cake, mozzarella sticks, pierogies "
"Chips, Mac n cheese, pizza, French fries "
"Pizza, burritos, slim jims"
"Broccoli, spaghetti squash, quinoa, ,grilled chicken"
"Chocolate, ice cream, cookie dough"
"pizza, pretzels, fruit snacks, deli sandwhich"
"Chips, ice cream"

"mac ,cheese, potato soup, ice cream, chips ,cheese"
"chocolate, pizza, ,mashed potatoes"
Pizza cookies steak
"chocolate, fruit, ,ice cream"
Chips sweets popcorn
"Cookies, burgers, chicken noodle soup, ice cream"
"cake, French fries, chicken nuggets"
"pizza, ice cream, cookies"
"Mashed potatoes, pasta"
"Pasta dishes, Cheesecake, Pancakes"
"Ice cream, pizza, cookies"
"Chinese food, moes, sponge candy, homemade lasagne "
"pizza, pasta, mac n cheese"
"Little Debbie snacks, donuts, pizza"
"carrots, plantain chips, almonds, popcorn "
"chips, ice cream, fruit snacks"
"Macaroni ,cheese, chicken noodle soup, pizza"
"Chocolate, Chips, Ice cream, French Fires, Pizza"
"Mac n cheese, lasagna, Chinese food "
"candy, chinese, mcdonalds"
"Doritos, mac n cheese, ice cream"
"Ice cream, cake, pop, pizza, ,milkshakes."
"Mac n Cheese, Pizza, Ice Cream ,French Fries "
"Soup, pasta, cake"
"mac n cheese, frosted brownies, chicken nuggs"
"watermelon, grapes, ice cream"
"mac n cheese, stuffed peppers, hamburgers, french fries"
"Pizza, mashed potatoes, spaghetti"
"dark chocolate, terra chips, reese's cups, crackers with cottage cheese"
"Chips, chocolate,mozzarella sticks "
"ice cream, chips, candy"
"Pizza, soda, chocolate brownie, chicken tikka masala ,butter naan "
"Chocolate, Pasta, Cookies"
"Candy, salty snacks, toast"
"Mac n cheese, pizza, mozzarella sticks "
"Ice-cream, pizza, chocolate"
"snacks, chips, "
"Chocolate, Ice cream, pizza"
"ice cream, pizza, Chinese"
"Burgers, indian ,korean food
"
"chocolate bar, ice cream, pretzels, potato chips ,protein bars."
"Ice cream, chocolate, pizza, cucumber "
"Noodle, Tuna sandwich, Egg"
"Chinese, chips, cake"
"chips, rice, chicken curry,"
"wine, mac n cheese, pizza, ice cream "
"Pizza, Wings, Cheesecake"
"rice, potato, seaweed soup"
"Mac n Cheese, Lasagna, Pizza"
"Chocolates, pizza,Ritz"
